FNC_EV_ID,FNC_EV_AC_ID,FNC_EV_AMT
385,3577150091333880,863.82
386,3577150091333880,490.32
387,3577150091333880,117.27
388,3577150091333880,954.45
389,3577150091333880,102.46
390,3577150091333880,575.90
391,3577150091333880,140.98
392,3577150091333880,542.11
393,201987502675213,100.72
394,201987502675213,674.68
395,3577150091333880,620.62
396,3577150091333880,751.93
397,3577150091333880,414.25
398,3577150091333880,501.76
399,3577150091333880,705.79
400,201987502675213,586.31
401,201987502675213,648.63
402,201987502675213,240.76
403,3577150091333880,112.27
404,3577150091333880,868.22
405,201987502675213,505.04
406,3577150091333880,115.18
407,201987502675213,962.65
408,3577150091333880,392.82
409,3577150091333880,832.42
410,201987502675213,302.22
411,3577150091333880,189.80
412,201987502675213,911.73
413,201987502675213,213.42
414,3577150091333880,210.41
415,201987502675213,360.98
416,3577150091333880,527.10
417,3577150091333880,634.72
418,201987502675213,219.84
419,3577150091333880,681.80
420,3577150091333880,247.50
421,3577150091333880,382.40
422,201987502675213,584.20
423,3577150091333880,923.43
424,3577150091333880,702.86
425,3577150091333880,668.83
426,201987502675213,615.36
427,201987502675213,401.99
428,3577150091333880,205.96
429,3577150091333880,933.92
430,3577150091333880,678.98
431,201987502675213,888.07
432,201987502675213,841.20
433,3577150091333880,527.11
434,201987502675213,179.74
435,3577150091333880,797.91
436,3577150091333880,443.38
437,3577150091333880,126.45
438,3577150091333880,540.68
439,3577150091333880,140.27
440,3577150091333880,963.04
441,201987502675213,610.49
442,201987502675213,155.58
443,3577150091333880,220.13
444,3577150091333880,731.94
445,201987502675213,780.81
446,3577150091333880,316.31
447,3577150091333880,470.44
448,201987502675213,329.00
449,201987502675213,472.14
450,3577150091333880,634.73
451,201987502675213,754.50
452,201987502675213,632.61
453,3577150091333880,733.18
454,3577150091333880,962.51
455,201987502675213,372.37
456,201987502675213,244.67
457,201987502675213,271.81
458,3577150091333880,132.17
459,3577150091333880,413.90
460,3577150091333880,399.16
461,3577150091333880,119.99
462,3577150091333880,811.66
463,3577150091333880,841.75
464,3577150091333880,322.10
465,201987502675213,845.79
466,201987502675213,884.28
467,3577150091333880,234.11
468,3577150091333880,829.19
469,3577150091333880,291.80
470,201987502675213,951.93
471,3577150091333880,106.81
472,3577150091333880,777.79
473,201987502675213,916.29
474,201987502675213,710.56
475,201987502675213,178.25
476,3577150091333880,953.64
477,3577150091333880,806.76
478,201987502675213,878.55
479,3577150091333880,625.86
480,201987502675213,486.77
481,201987502675213,301.96
482,201987502675213,319.26
483,3577150091333880,402.64
484,3577150091333880,889.34
485,201987502675213,911.02
486,201987502675213,971.13
487,201987502675213,250.71
488,201987502675213,670.51
489,201987502675213,707.91
490,201987502675213,272.69
491,3577150091333880,860.60
492,201987502675213,284.41
493,3577150091333880,992.98
494,3577150091333880,400.34
495,201987502675213,288.38
496,201987502675213,623.57
497,201987502675213,284.92
498,201987502675213,418.94
499,201987502675213,775.16
500,201987502675213,218.27
501,201987502675213,279.08
502,3577150091333880,858.92
503,3577150091333880,915.30
504,201987502675213,229.18
505,201987502675213,586.58
506,201987502675213,757.16
507,3577150091333880,741.83
508,201987502675213,315.88
509,3577150091333880,740.08
510,201987502675213,491.33
511,3577150091333880,122.93
512,201987502675213,568.24
513,3577150091333880,437.40
514,201987502675213,416.90
515,3577150091333880,552.76
516,3577150091333880,235.33
517,3577150091333880,141.84
518,3577150091333880,927.40
519,201987502675213,994.80
520,201987502675213,751.51
521,201987502675213,264.27
522,201987502675213,207.17
523,3577150091333880,396.38
524,3577150091333880,641.55
525,3577150091333880,550.86
526,201987502675213,809.51
527,3577150091333880,809.92
528,3577150091333880,752.68
529,3577150091333880,869.82
530,3577150091333880,301.57
531,201987502675213,727.80
532,201987502675213,361.31
533,201987502675213,751.86
534,3577150091333880,276.66
535,3577150091333880,430.84
536,3577150091333880,394.87
537,201987502675213,625.90
538,201987502675213,163.86
539,3577150091333880,888.14
540,3577150091333880,314.02
541,201987502675213,805.30
542,201987502675213,428.45
543,201987502675213,147.41
544,3577150091333880,608.72
545,3577150091333880,526.09
546,3577150091333880,241.59
547,3577150091333880,922.99
548,3577150091333880,137.31
549,201987502675213,677.85
550,201987502675213,566.27
551,201987502675213,302.54
552,201987502675213,389.56
553,201987502675213,199.36
554,3577150091333880,956.33
555,201987502675213,124.81
556,201987502675213,888.56
557,3577150091333880,764.41
558,3577150091333880,513.76
559,3577150091333880,478.90
560,3577150091333880,106.23
561,201987502675213,990.35
562,3577150091333880,311.93
563,201987502675213,677.28
564,201987502675213,320.47
565,3577150091333880,682.31
566,201987502675213,564.40
567,3577150091333880,300.49
568,3577150091333880,929.89
569,3577150091333880,158.57
570,201987502675213,963.91
571,3577150091333880,675.65
572,201987502675213,732.56
573,201987502675213,222.82
574,3577150091333880,499.39
575,201987502675213,891.50
576,3577150091333880,522.90
577,201987502675213,426.34
578,3577150091333880,779.44
579,201987502675213,820.54
580,3577150091333880,829.34
581,201987502675213,682.79
582,201987502675213,912.09
583,201987502675213,954.55
584,3577150091333880,106.16
585,3577150091333880,611.21
586,201987502675213,216.34
587,201987502675213,918.99
588,3577150091333880,271.25
589,201987502675213,427.80
590,3577150091333880,306.76
591,3577150091333880,826.38
592,3577150091333880,217.96
593,3577150091333880,632.63
594,3577150091333880,284.95
595,3577150091333880,148.54
596,201987502675213,400.83
597,3577150091333880,316.14
598,201987502675213,133.79
599,3577150091333880,482.94
600,3577150091333880,371.96
601,201987502675213,563.91
602,3577150091333880,152.81
603,201987502675213,604.61
604,3577150091333880,376.80
605,3577150091333880,301.40
606,3577150091333880,270.25
607,3577150091333880,298.02
608,201987502675213,476.85
609,201987502675213,353.84
610,3577150091333880,694.52
611,201987502675213,210.72
612,201987502675213,428.29
613,3577150091333880,529.98
614,201987502675213,885.98
615,3577150091333880,674.18
616,3577150091333880,594.42
617,201987502675213,434.83
618,201987502675213,796.54
619,201987502675213,765.72
620,3577150091333880,590.61
621,3577150091333880,948.09
622,201987502675213,733.58
623,201987502675213,528.81
624,3577150091333880,425.97
625,3577150091333880,305.39
626,201987502675213,936.16
627,201987502675213,989.29
628,201987502675213,561.32
629,201987502675213,198.52
630,201987502675213,599.69
631,201987502675213,746.27
632,201987502675213,437.16
633,201987502675213,901.69
634,3577150091333880,478.38
635,3577150091333880,845.70
636,201987502675213,289.97
637,3577150091333880,778.42
638,3577150091333880,609.04
639,3577150091333880,149.52
640,3577150091333880,199.63
641,3577150091333880,978.49
642,3577150091333880,550.98
643,3577150091333880,198.89
644,201987502675213,736.89
645,201987502675213,474.31
646,201987502675213,802.34
647,201987502675213,743.68
648,3577150091333880,232.73
649,3577150091333880,615.78
650,201987502675213,628.90
651,3577150091333880,112.42
652,201987502675213,910.98
653,201987502675213,585.86
654,201987502675213,195.20
655,201987502675213,900.61
656,3577150091333880,984.01
657,201987502675213,613.46
658,3577150091333880,661.90
659,201987502675213,328.16
660,3577150091333880,323.07
661,3577150091333880,796.59
662,201987502675213,148.20
663,201987502675213,387.37
664,201987502675213,230.94
665,201987502675213,240.46
666,3577150091333880,775.84
667,201987502675213,909.57
668,201987502675213,334.29
669,201987502675213,610.57
670,201987502675213,762.79
671,201987502675213,831.77
672,3577150091333880,906.22
673,201987502675213,326.90
674,3577150091333880,275.18
675,3577150091333880,552.63
676,201987502675213,424.96
677,201987502675213,934.51
678,201987502675213,562.69
679,201987502675213,217.55
680,3577150091333880,740.44
681,201987502675213,225.88
682,3577150091333880,745.25
683,201987502675213,653.91
684,201987502675213,949.27
685,201987502675213,348.36
686,3577150091333880,222.94
687,201987502675213,916.22
688,3577150091333880,373.71
689,201987502675213,882.05
690,201987502675213,779.69
691,3577150091333880,975.75
692,201987502675213,414.84
693,3577150091333880,972.16
694,201987502675213,916.75
695,3577150091333880,388.82
696,3577150091333880,709.27
697,3577150091333880,880.36
698,3577150091333880,122.72
699,3577150091333880,888.18
700,201987502675213,400.73
701,3577150091333880,223.06
702,3577150091333880,806.64
703,201987502675213,318.06
704,3577150091333880,926.16
705,201987502675213,547.10
706,201987502675213,745.08
707,3577150091333880,316.93
708,3577150091333880,150.51
709,201987502675213,259.31
710,3577150091333880,137.75
711,3577150091333880,627.37
712,201987502675213,549.12
713,3577150091333880,785.04
714,3577150091333880,234.02
715,3577150091333880,392.54
716,3577150091333880,701.00
717,201987502675213,670.03
718,3577150091333880,307.82
719,201987502675213,214.08
720,201987502675213,414.53
721,3577150091333880,931.44
722,3577150091333880,459.32
723,201987502675213,470.23
724,3577150091333880,910.87
725,201987502675213,675.39
726,201987502675213,145.93
727,201987502675213,935.65
728,3577150091333880,326.47
729,3577150091333880,376.87
730,201987502675213,856.17
731,3577150091333880,436.92
732,201987502675213,457.46
733,3577150091333880,734.39
734,3577150091333880,344.41
735,201987502675213,462.03
736,3577150091333880,687.16
737,201987502675213,821.13
738,3577150091333880,173.41
739,3577150091333880,987.52
740,3577150091333880,451.32
741,3577150091333880,570.63
742,3577150091333880,527.31
743,3577150091333880,215.27
744,201987502675213,957.60
745,3577150091333880,778.07
746,3577150091333880,434.08
747,201987502675213,783.09
748,3577150091333880,283.57
749,201987502675213,660.98
750,3577150091333880,641.66
751,201987502675213,869.97
752,3577150091333880,764.19
753,201987502675213,583.79
754,3577150091333880,458.75
755,3577150091333880,246.25
756,3577150091333880,941.88
757,201987502675213,172.12
758,3577150091333880,901.58
759,201987502675213,625.06
760,201987502675213,144.39
761,201987502675213,559.06
762,201987502675213,747.34
763,3577150091333880,146.05
764,201987502675213,170.50
765,3577150091333880,968.36
766,3577150091333880,239.43
767,3577150091333880,524.77
768,3577150091333880,901.62
769,201987502675213,724.05
770,201987502675213,544.16
771,3577150091333880,971.25
772,201987502675213,516.22
773,3577150091333880,120.71
774,3577150091333880,880.14
775,3577150091333880,952.46
776,201987502675213,867.76
777,201987502675213,849.78
778,201987502675213,218.31
779,201987502675213,490.41
780,201987502675213,750.27
781,201987502675213,662.28
782,3577150091333880,120.64
783,201987502675213,156.07
784,201987502675213,645.76
785,3577150091333880,739.61
786,201987502675213,651.72
787,201987502675213,342.43
788,3577150091333880,268.56
789,201987502675213,494.88
790,201987502675213,771.82
791,3577150091333880,181.71
792,201987502675213,568.21
793,3577150091333880,500.12
794,201987502675213,192.42
795,201987502675213,228.21
796,201987502675213,417.70
797,3577150091333880,959.08
798,3577150091333880,221.12
799,201987502675213,139.24
800,3577150091333880,285.16
801,201987502675213,775.61
802,3577150091333880,595.79
803,201987502675213,964.47
804,3577150091333880,567.56
805,201987502675213,628.85
806,201987502675213,600.48
807,3577150091333880,721.84
808,3577150091333880,659.28
809,3577150091333880,361.65
810,3577150091333880,661.29
811,3577150091333880,693.30
812,201987502675213,274.56
813,3577150091333880,615.36
814,3577150091333880,768.55
815,3577150091333880,502.04
816,201987502675213,905.12
817,201987502675213,849.58
818,201987502675213,593.27
819,201987502675213,501.33
820,201987502675213,979.15
821,201987502675213,908.79
822,201987502675213,328.87
823,3577150091333880,184.66
824,201987502675213,892.70
825,201987502675213,793.86
826,3577150091333880,630.42
827,201987502675213,642.24
828,201987502675213,611.79
829,201987502675213,301.23
830,201987502675213,899.06
831,3577150091333880,374.14
832,201987502675213,171.30
833,3577150091333880,840.06
834,3577150091333880,983.28
835,201987502675213,895.60
836,3577150091333880,531.39
837,201987502675213,710.45
838,201987502675213,119.29
839,3577150091333880,473.47
840,3577150091333880,145.06
841,201987502675213,808.19
842,201987502675213,697.98
843,201987502675213,893.18
844,3577150091333880,522.52
845,3577150091333880,158.53
846,201987502675213,589.48
847,201987502675213,712.01
848,201987502675213,829.12
849,3577150091333880,579.14
850,3577150091333880,555.02
851,3577150091333880,116.42
852,201987502675213,444.36
853,201987502675213,974.24
854,201987502675213,102.23
855,201987502675213,838.34
856,3577150091333880,191.34
857,201987502675213,316.90
858,201987502675213,690.34
859,3577150091333880,337.33
860,3577150091333880,861.49
861,201987502675213,632.40
862,201987502675213,351.54
863,201987502675213,605.45
864,3577150091333880,133.76
865,201987502675213,303.82
866,3577150091333880,699.71
867,3577150091333880,689.65
868,3577150091333880,422.50
869,201987502675213,984.09
870,3577150091333880,900.93
871,201987502675213,331.16
872,201987502675213,241.86
873,201987502675213,930.33
874,201987502675213,783.82
875,3577150091333880,296.34
876,201987502675213,185.24
877,3577150091333880,961.19
878,201987502675213,297.92
879,3577150091333880,357.67
880,3577150091333880,893.80
881,3577150091333880,246.32
882,3577150091333880,467.53
883,201987502675213,431.75
884,3577150091333880,563.90
885,201987502675213,293.30
886,3577150091333880,632.65
887,3577150091333880,864.60
888,201987502675213,725.78
889,201987502675213,832.28
890,3577150091333880,642.83
891,201987502675213,687.88
892,201987502675213,335.91
893,201987502675213,266.87
894,3577150091333880,600.34
895,3577150091333880,656.30
896,3577150091333880,615.30
897,3577150091333880,423.51
898,201987502675213,821.07
899,3577150091333880,587.50
900,3577150091333880,712.00
901,201987502675213,128.66
902,3577150091333880,833.52
903,3577150091333880,218.11
904,3577150091333880,248.61
905,201987502675213,724.87
906,3577150091333880,293.39
907,201987502675213,780.09
908,3577150091333880,973.93
909,3577150091333880,236.66
910,3577150091333880,589.96
911,201987502675213,474.92
912,201987502675213,529.69
913,3577150091333880,567.70
914,201987502675213,870.27
915,3577150091333880,367.49
916,201987502675213,742.49
917,3577150091333880,825.39
918,3577150091333880,484.68
919,3577150091333880,892.70
920,201987502675213,966.07
921,201987502675213,659.74
922,3577150091333880,450.05
923,201987502675213,742.74
924,201987502675213,453.19
925,201987502675213,509.05
926,3577150091333880,650.25
927,3577150091333880,593.32
928,3577150091333880,903.08
929,3577150091333880,480.02
930,3577150091333880,171.74
931,3577150091333880,553.40
932,201987502675213,821.92
933,3577150091333880,612.03
934,201987502675213,751.22
935,3577150091333880,900.80
936,3577150091333880,914.75
937,3577150091333880,387.90
938,3577150091333880,475.65
939,201987502675213,455.36
940,201987502675213,853.38
941,3577150091333880,127.21
942,201987502675213,649.75
943,201987502675213,884.95
944,3577150091333880,838.42
945,3577150091333880,298.27
946,3577150091333880,642.80
947,3577150091333880,750.72
948,201987502675213,954.58
949,3577150091333880,438.64
950,201987502675213,520.19
951,3577150091333880,703.67
952,3577150091333880,534.12
953,3577150091333880,845.41
954,201987502675213,142.18
955,3577150091333880,658.22
956,201987502675213,588.78
957,3577150091333880,731.21
958,201987502675213,686.05
959,3577150091333880,870.63
960,201987502675213,701.60
961,201987502675213,823.19
962,3577150091333880,191.49
963,3577150091333880,882.27
964,201987502675213,121.24
965,201987502675213,515.61
966,3577150091333880,784.72
967,201987502675213,697.53
968,201987502675213,994.39
969,3577150091333880,255.55
970,201987502675213,407.33
971,201987502675213,529.14
972,3577150091333880,233.21
973,3577150091333880,290.66
974,201987502675213,581.68
975,3577150091333880,560.08
976,201987502675213,460.05
977,3577150091333880,554.17
978,3577150091333880,108.92
979,201987502675213,311.43
980,3577150091333880,640.52
981,3577150091333880,320.29
982,201987502675213,420.68
983,201987502675213,399.64
984,201987502675213,209.39
985,201987502675213,167.21
986,3577150091333880,122.87
987,3577150091333880,581.56
988,3577150091333880,625.16
989,201987502675213,559.22
990,201987502675213,400.77
991,201987502675213,289.43
992,3577150091333880,484.39
993,201987502675213,400.34
994,201987502675213,954.12
995,201987502675213,435.21
996,201987502675213,569.98
997,201987502675213,880.82
998,201987502675213,825.96
999,3577150091333880,261.73
1000,201987502675213,495.78
